"","A","M","Time","Event","As","W","I"
"16488",NA,0.538,12.6,0,0.421,0.088,0
"16489",NA,0.302,50,0,0.276,-1.35,0
"16490",NA,0.095,50,0,0.267,-1.637,0
"16491",NA,0.41,50,0,0.119,0.047,0
"16492",NA,-0.566,14.3,0,-1.692,-0.49,0
"16493",NA,-1.087,50,0,-0.962,-1.476,0
"16494",NA,-0.909,6.2,0,0.512,0.543,0
"16495",NA,0.744,9.8,0,0.996,0.237,0
"16496",NA,0.051,48.8,1,1.102,0.299,0
"16497",NA,0.567,50,0,-1.131,-0.526,0
"16498",NA,0.237,50,0,0.201,-1.348,0
"16499",NA,-0.459,50,0,0.076,0.176,0
"16500",NA,-0.512,50,0,-0.902,-0.334,0
"16501",NA,-0.067,50,0,-0.647,0.398,0
"16502",NA,0.496,50,0,0.105,1.436,0
"16503",NA,0.443,28.3,0,0.13,0.477,0
"16504",NA,-0.523,50,0,-0.558,1.122,0
"16505",NA,0.007,33.2,0,-0.374,1.182,0
"16506",NA,-0.15,50,0,1.432,-0.323,0
"16507",NA,0.187,50,0,-0.021,-0.621,0
"16508",NA,0.302,50,0,0.388,0.801,0
"16509",NA,-0.797,50,0,0.497,0.327,0
"16510",NA,1.174,41.3,1,-0.042,0.661,0
"16511",NA,-0.891,50,0,-0.071,0.343,0
"16512",NA,1.133,4.2,0,0.256,0.918,0
"16513",NA,0.933,21.3,0,-0.064,0.707,0
"16514",NA,-1.197,38.2,0,-1.185,-1.491,0
"16515",NA,-0.748,50,0,0.06,0.963,0
"16516",NA,0.334,36.6,0,-0.335,0.689,0
"16517",NA,0.423,46.8,1,-0.05,-0.592,0
"16518",NA,-0.696,28.4,0,-0.012,-0.82,0
"16519",NA,1.081,50,0,0.21,0.723,0
"16520",NA,-0.74,13.4,0,0.026,0.271,0
"16521",NA,0.548,50,0,0.936,0.127,0
"16522",NA,-0.922,28.9,0,-0.141,0.027,0
"16523",NA,-1.05,50,0,-0.292,-0.78,0
"16524",NA,0.942,50,0,-1.075,0.668,0
"16525",NA,0.524,50,0,-1.575,0.625,0
"16526",NA,0.747,50,0,0.45,-0.69,0
"16527",NA,-0.109,1.4,0,-0.848,-1.62,0
"16528",NA,0.649,50,0,0.7,-0.341,0
"16529",NA,-0.244,50,0,-0.497,-0.192,0
"16530",NA,-0.437,35.5,0,-0.524,-0.413,0
"16531",NA,0.116,15.4,0,-0.211,0.282,0
"16532",NA,0.465,32.7,0,0.331,0.149,0
"16533",NA,-0.29,50,0,-0.527,0.359,0
"16534",NA,0.222,17.3,0,-0.947,-0.178,0
"16535",NA,-0.563,39.6,0,-0.223,-0.842,0
"16536",NA,0.415,36.6,0,0.848,0.327,0
"16537",NA,-1.197,50,0,-0.769,0.026,0
"16538",NA,0.839,50,0,1.111,-0.013,0
"16539",NA,-0.223,18.1,0,-1.043,1.193,0
"16540",NA,0.125,50,0,0.173,0.013,0
"16541",NA,-0.256,31.4,0,-0.748,0.282,0
"16542",NA,0.521,49.4,0,0.053,0.099,0
"16543",NA,0.179,50,0,0.434,-0.087,0
"16544",NA,-0.806,24,0,-0.187,-1.713,0
"16545",NA,0.732,50,0,-0.748,0.513,0
"16546",NA,0.151,48.3,1,-1.228,-1.375,0
"16547",NA,0.031,50,0,-0.494,0.071,0
"16548",NA,-0.193,50,0,0.492,0.262,0
"16549",NA,0.174,22.7,0,-0.424,0.574,0
"16550",NA,-1.206,50,0,-0.582,-0.263,0
"16551",NA,2.23,43.1,0,-0.376,0.202,0
"16552",NA,1.186,33.5,0,1.291,0.673,0
"16553",NA,0.455,36.9,1,0.586,0.862,0
"16554",NA,-0.028,50,0,0.154,0.128,0
"16555",NA,0.183,47.6,0,-0.323,0.346,0
"16556",NA,-1.212,50,0,-1.109,0.006,0
"16557",NA,0.494,11.2,0,0.033,0.199,0
"16558",NA,0.664,12.3,0,0.066,0.018,0
"16559",NA,-0.881,50,0,-0.113,0.563,0
"16560",NA,-0.151,46.6,1,1.322,-0.111,0
"16561",NA,-0.423,50,0,0.664,-0.708,0
"16562",NA,0.153,3.3,0,-0.345,-0.438,0
"16563",NA,1.086,50,0,1.406,1.135,0
"16564",NA,1.148,50,0,-0.486,-0.061,0
"16565",NA,-0.091,50,0,0.131,-0.153,0
"16566",NA,0.558,50,0,-0.117,0.337,0
"16567",NA,0.086,50,0,0.218,-0.289,0
"16568",NA,0.252,36.3,1,-0.484,0.546,0
"16569",NA,0.103,50,0,-0.493,-0.014,0
"16570",NA,0.793,50,0,-0.329,0.74,0
"16571",NA,0.376,20.8,0,0.809,0.358,0
"16572",NA,-1.566,39.5,0,-0.341,-0.556,0
"16573",NA,0.245,45.3,1,0.489,-0.369,0
"16574",NA,-1.298,19.1,0,-1.556,-0.625,0
"16575",NA,1.056,0.2,0,1.168,0.232,0
"16576",NA,-1.312,45.3,1,1.137,-0.087,0
"16577",NA,-0.65,50,0,-0.656,-0.209,0
"16578",NA,0.198,50,0,0.544,1.806,0
"16579",NA,0.269,28.8,0,-0.371,-0.227,0
"16580",NA,-0.63,37.9,0,-1.357,-0.538,0
"16581",NA,0.757,50,0,-0.553,-0.169,0
"16582",NA,1.235,35.9,0,0.5,0.975,0
"16583",NA,0.029,50,0,0.665,-0.061,0
"16584",NA,-0.596,50,0,0.161,-0.221,0
"16585",NA,0.032,50,0,1.025,-0.235,0
"16586",NA,-1.054,50,0,-0.134,0.401,0
"16587",NA,0.879,50,0,-0.242,0.963,0
"16588",NA,-0.105,50,0,0.355,-1.426,0
"16589",NA,-0.184,50,0,-0.511,0.471,0
"16590",NA,-0.262,0.3,0,-0.463,-1.354,0
"16591",NA,-1.091,44.5,0,-0.247,0.222,0
"16592",NA,0.139,50,0,-0.675,0.222,0
"16593",NA,0.941,50,0,0.282,0.286,0
"16594",NA,0.297,32,0,0.117,0.111,0
"16595",NA,-0.189,50,0,-0.253,0.463,0
"16596",NA,-0.062,50,0,-0.493,-0.621,0
"16597",NA,0.024,50,0,-0.368,-0.916,0
"16598",NA,1.264,50,0,0.528,1.366,0
"16599",NA,0.72,50,0,-0.403,-0.708,0
"16600",NA,-0.035,4.4,0,0.384,-0.815,0
"16601",NA,-0.511,50,0,0.019,0.378,0
"16602",NA,-0.387,40.4,0,-0.061,0.235,0
"16603",NA,0.495,47.2,1,0.788,-0.966,0
"16604",NA,-0.094,50,0,0.007,-0.224,0
"16605",NA,-0.439,36.5,0,-0.518,-0.394,0
"16606",NA,-0.714,2.6,0,-0.207,0.555,0
"16607",NA,0.754,50,0,-0.32,0.623,0
"16608",NA,-0.079,49.5,0,-0.168,0.928,0
"16609",NA,0.527,50,0,0.058,0.526,0
"16610",NA,1.362,50,0,-0.212,-0.065,0
"16611",NA,-0.751,14.7,0,0.245,-0.6,0
"16612",NA,1.078,46.8,0,-0.837,0.837,0
"16613",NA,-1.107,50,0,0.134,-0.079,0
"16614",NA,-0.832,50,0,-0.892,-1.397,0
"16615",NA,1.209,50,0,-0.273,-0.572,0
"16616",NA,0.672,42.8,0,-0.47,0.465,0
"16617",NA,0.565,50,0,-0.419,-0.1,0
"16618",NA,0.846,20.4,0,0.731,-0.481,0
"16619",NA,-0.129,20.2,0,-0.4,-0.548,0
"16620",NA,1.172,50,0,0.424,-0.363,0
"16621",NA,-0.811,50,0,0.199,-0.308,0
"16622",NA,-0.03,43.9,0,-0.717,0.12,0
"16623",NA,-0.347,8,0,-1.07,0.516,0
"16624",NA,0.033,50,0,-0.136,0.656,0
"16625",NA,1.034,50,0,0.501,-0.327,0
"16626",NA,-0.969,50,0,0.18,-0.857,0
"16627",NA,1.014,50,0,0.227,0.242,0
"16628",NA,-0.353,18.8,0,-1.075,-1.167,0
"16629",NA,-0.289,50,0,-1.127,0.109,0
"16630",NA,1.104,50,0,0.104,0.457,0
"16631",NA,0.01,42.8,1,-0.189,0.112,0
"16632",NA,-0.28,50,0,0.923,0.751,0
"16633",NA,-0.337,2.5,0,0.472,0.096,0
"16634",NA,1.816,23.1,0,0.113,0.678,0
"16635",NA,0.658,50,0,0.607,0.098,0
"16636",NA,-2.494,50,0,-0.493,-0.049,0
"16637",NA,-0.159,50,0,-0.012,-0.481,0
"16638",NA,-0.842,20,0,-0.444,-0.214,0
"16639",NA,0.099,18.2,0,1.659,0.301,0
"16640",NA,0.982,50,0,0.765,0.999,0
"16641",NA,0.469,2.6,0,-0.345,-0.782,0
"16642",NA,0.513,5.2,0,-1.02,-1.134,0
"16643",NA,0.152,50,0,0.721,1.888,0
"16644",NA,-0.29,50,0,-0.277,0.572,0
"16645",NA,-0.474,50,0,0.204,-0.563,0
"16646",NA,0.431,50,0,0.23,-0.624,0
"16647",NA,-0.167,34.1,0,1.246,0.425,0
"16648",NA,-1.024,25.6,0,0.045,-0.53,0
"16649",NA,-0.633,50,0,0.185,0.038,0
"16650",NA,-0.473,19.1,0,-0.296,-1.397,0
"16651",NA,-0.263,50,0,0.966,-0.146,0
"16652",NA,1.349,1.9,0,1.038,0.927,0
"16653",NA,-0.282,18.5,0,-0.509,-0.429,0
"16654",NA,-0.872,46.3,0,-1.207,-0.426,0
"16655",NA,-0.153,50,0,0.572,-0.001,0
"16656",NA,1.061,31.9,0,-0.859,1.009,0
"16657",NA,-1.091,50,0,-0.42,-0.728,0
"16658",NA,0.403,41.6,0,-0.341,0.188,0
"16659",NA,0.206,50,0,-0.651,0.007,0
"16660",NA,0.762,50,0,0.435,0.906,0
"16661",NA,0.196,0.4,0,-0.62,-0.169,0
"16662",NA,-0.256,50,0,0.269,0.222,0
"16663",NA,0.658,50,0,0.714,0.869,0
"16664",NA,-1.457,46.5,1,-0.28,-0.187,0
"16665",NA,-1.549,50,0,-0.779,-0.394,0
"16666",NA,0.123,50,0,-0.722,0.038,0
"16667",NA,-0.646,44.6,0,0.329,0.708,0
"16668",NA,0.114,5.3,0,0.804,0.37,0
"16669",NA,-0.787,50,0,-0.769,0.26,0
"16670",NA,0.341,32.9,0,-0.365,0.702,0
"16671",NA,-0.395,50,0,-0.551,0.929,0
"16672",NA,-0.767,32.9,0,0.958,-0.637,0
"16673",NA,0.505,50,0,0.646,-0.298,0
"16674",NA,0.395,50,0,-0.369,-0.474,0
"16675",NA,0.022,50,0,0.325,0.351,0
"16676",NA,1.738,25.7,0,0.724,1.38,0
"16677",NA,-0.617,48.3,1,0.439,0.503,0
"16678",NA,1.017,27.9,0,2.024,0.921,0
"16679",NA,0.673,8.5,0,-0.274,0.177,0
"16680",NA,-0.558,50,0,-1.433,-0.956,0
"16681",NA,1.065,34.4,0,-0.527,0.43,0
"16682",NA,1.105,50,0,0.526,0.83,0
"16683",NA,-0.373,50,0,0.057,0.674,0
"16684",NA,-0.455,50,0,0.501,-0.316,0
"16685",NA,-0.25,31.9,0,-0.14,0.808,0
"16686",NA,0.486,37.6,0,-1.673,-1.592,0
"16687",NA,-0.605,50,0,-0.195,-0.59,0
"16688",NA,1.124,50,0,0.41,-0.542,0
"16689",NA,0.052,31.7,1,1.026,-0.2,0
"16690",NA,-0.441,50,0,-0.611,1.038,0
"16691",NA,-0.074,38,0,0.637,-0.479,0
"16692",NA,0.801,36.2,0,1.24,0.815,0
"16693",NA,-1.673,50,0,-0.138,-0.38,0
"16694",NA,-1.783,50,0,0.198,0.545,0
"16695",NA,-0.74,50,0,-0.629,0.373,0
"16696",NA,-0.723,50,0,-0.356,0.296,0
"16697",NA,-0.529,50,0,1.053,0.872,0
"16698",NA,0.407,50,0,0.462,0.037,0
"16699",NA,-0.418,33.6,0,-0.737,-0.03,0
"16700",NA,0.046,44.2,1,0.891,-0.52,0
"16701",NA,-0.961,50,0,-1.145,-0.264,0
"16702",NA,0.498,20.2,0,1.595,-0.204,0
"16703",NA,0.481,50,0,1.554,-0.258,0
"16704",NA,-0.144,50,0,0.476,0.17,0
"16705",NA,0.427,50,0,-0.142,0.791,0
"16706",NA,0.104,50,0,-0.726,0.165,0
"16707",NA,0.205,42.6,0,1.007,0.414,0
"16708",NA,-0.64,50,0,-0.415,-0.361,0
"16709",NA,0.479,49.3,1,-0.18,-0.389,0
"16710",NA,0.551,42.3,1,0.406,0.926,0
"16711",NA,-0.68,50,0,-0.073,-0.657,0
"16712",NA,-0.703,43.8,0,-0.066,0.564,0
"16713",NA,-0.243,49.2,1,0.621,0.304,0
"16714",NA,-0.432,50,0,-0.386,-0.561,0
"16715",NA,-1.423,50,0,-1.104,-1.489,0
"16716",NA,-0.724,28.9,0,0.187,0.461,0
"16717",NA,0.397,50,0,-0.569,-0.466,0
"16718",NA,1.494,48.8,1,-0.311,-0.047,0
"16719",NA,-0.905,50,0,1.085,-1.169,0
"16720",NA,0.161,28.8,0,-0.316,1.31,0
"16721",NA,0.611,50,0,0.532,0.05,0
"16722",NA,0.675,50,0,-0.801,-0.519,0
"16723",NA,0.915,49,1,0.299,0.251,0
"16724",NA,0.891,15.2,0,-0.366,-0.589,0
"16725",NA,-0.541,0.1,0,-0.128,-0.247,0
"16726",NA,-0.603,50,0,0.618,-0.462,0
"16727",NA,0.083,50,0,-0.004,0.466,0
"16728",NA,-0.077,43.1,0,-0.357,-0.02,0
"16729",NA,-1.602,37.6,0,0.234,0.731,0
"16730",NA,0.728,48.1,1,0.459,-0.14,0
"16731",NA,-0.256,50,0,-0.08,1.823,0
"16732",NA,0.69,46.4,0,-0.361,-0.555,0
"16733",NA,0.075,50,0,0.24,0.36,0
"16734",NA,-1.139,50,0,-0.125,-0.607,0
"16735",NA,1.077,50,0,-0.943,-0.086,0
"16736",NA,-1.396,34.7,0,-0.215,0.205,0
"16737",NA,0.891,50,0,1.021,0.441,0
"16738",NA,0.149,50,0,1.455,0.232,0
"16739",NA,-0.198,23.1,0,0.108,-0.356,0
"16740",NA,0.285,50,0,1.671,-0.669,0
"16741",NA,-1.444,50,0,-0.268,-0.719,0
"16742",NA,1.085,48.6,1,-0.456,0.899,0
"16743",NA,-0.711,25.6,0,-0.012,0.105,0
"16744",NA,-0.516,13.7,0,0.822,-1.503,0
"16745",NA,0.696,50,0,-0.028,-0.048,0
"16746",NA,-0.436,11,0,-1.019,0.198,0
"16747",NA,-1.023,22,0,-1.129,-0.163,0
"16748",NA,-1.109,27.5,0,0.153,-0.873,0
"16749",NA,-0.365,15.3,0,-0.298,-1.127,0
"16750",NA,-0.773,28.5,0,-0.641,-0.135,0
"16751",NA,0.208,50,0,0.494,-0.345,0
"16752",NA,-0.886,50,0,0.766,-0.032,0
"16753",NA,0.498,50,0,0.518,-0.789,0
"16754",NA,-0.05,34.2,0,-0.547,-1.426,0
"16755",NA,-1.253,50,0,-1.558,-1.366,0
"16756",NA,0.944,50,0,0.402,-0.314,0
"16757",NA,0.554,22.5,0,0.122,1.702,0
"16758",NA,0.562,19.6,0,-0.038,-0.146,0
"16759",NA,0.848,31.9,0,0.075,0.199,0
"16760",NA,0.688,37,1,0.765,-0.177,0
"16761",NA,0.206,35.6,0,0.134,-0.278,0
"16762",NA,0.731,15.9,0,-0.791,-0.882,0
"16763",NA,1.224,50,0,-0.406,0.354,0
"16764",NA,0.085,50,0,0.037,0.573,0
"16765",NA,0.017,50,0,-0.703,-0.146,0
"16766",NA,0.796,50,0,0.282,1.165,0
"16767",NA,-0.411,50,0,-1.169,-0.189,0
"16768",NA,0.235,50,0,0.517,1.404,0
"16769",NA,-0.14,28.3,0,-0.265,-0.532,0
"16770",NA,0.148,50,0,-0.301,1.09,0
"16771",NA,2.194,50,0,-0.437,0.172,0
"16772",NA,0.385,50,0,-0.706,-1.344,0
"16773",NA,-0.135,50,0,1.789,-0.211,0
"16774",NA,0.426,50,0,0.291,-0.11,0
"16775",NA,-0.089,50,0,-0.306,-0.516,0
"16776",NA,0.784,50,0,0.966,0.447,0
"16777",NA,0.317,50,0,-0.071,0.918,0
"16778",NA,-0.886,50,0,-0.277,0.569,0
"16779",NA,-0.476,50,0,-0.116,-0.723,0
"16780",NA,-0.758,50,0,1.564,-0.527,0
"16781",NA,-0.114,50,0,-0.555,-0.273,0
"16782",NA,0.018,47.5,1,-0.352,-0.325,0
"16783",NA,0.144,11.7,0,-0.638,-0.335,0
"16784",NA,0.397,50,0,-0.199,-0.156,0
"16785",NA,-0.718,14.4,0,-1.465,0.845,0
"16786",NA,-0.66,50,0,0.14,0.006,0
"16787",NA,-0.752,50,0,0.676,0.035,0
"16788",NA,0.013,50,0,-0.388,-0.08,0
"16789",NA,0.027,50,0,1.115,-1.12,0
"16790",NA,-1.072,50,0,-0.296,-1.08,0
"16791",NA,-0.095,50,0,-0.458,1.182,0
"16792",NA,1.149,50,0,0.319,-0.088,0
"16793",NA,0.414,50,0,-0.037,0.54,0
"16794",NA,0.091,50,0,-1.204,-0.015,0
"16795",NA,0.023,40.6,0,-1.31,-0.149,0
"16796",NA,-0.103,43.3,0,-1.445,0.704,0
"16797",NA,-0.237,19.8,0,-0.467,0.608,0
"16798",NA,1.073,32,0,-1.256,-0.1,0
"16799",NA,0.516,43.3,0,0.398,-0.352,0
"16800",NA,-0.252,10.7,0,0.419,1.264,0
"16801",NA,0.182,50,0,-0.726,0.327,0
"16802",NA,0.596,50,0,0.723,0.827,0
"16803",NA,0.341,50,0,0.088,1.27,0
"16804",NA,-0.191,50,0,0.334,1.042,0
"16805",NA,1.281,19.9,0,-1.42,0.655,0
"16806",NA,0.712,21.3,0,1.499,-1.023,0
"16807",NA,-0.038,45.5,1,1.456,-0.681,0
"16808",NA,-0.318,50,0,-0.623,-0.453,0
"16809",NA,0.025,17.9,1,1.478,0.652,0
"16810",NA,-0.469,50,0,0.34,-0.68,0
"16811",NA,-0.331,50,0,-1.403,-0.735,0
"16812",NA,1.337,50,0,0.037,0.364,0
"16813",NA,0.491,50,0,-0.581,0.189,0
"16814",NA,1.002,46.3,1,0.895,0.62,0
"16815",NA,1.465,50,0,0.509,-0.557,0
"16816",NA,-0.247,37.8,0,-0.917,-0.701,0
"16817",NA,-0.197,21.9,0,-0.29,-0.447,0
"16818",NA,1.765,50,0,-0.425,2.285,0
"16819",NA,0.029,17.1,0,0.639,0.005,0
"16820",NA,0.902,50,0,0.002,0.835,0
"16821",NA,1.416,50,0,-0.087,-0.248,0
"16822",NA,-0.528,50,0,-1.369,0.097,0
"16823",NA,-0.155,29.2,1,-0.081,0.433,0
"16824",NA,0.597,25.3,0,-0.483,-0.206,0
"16825",NA,0.314,6.6,0,0.564,0.67,0
"16826",NA,-0.386,48.5,0,-0.011,-0.037,0
"16827",NA,-2.116,50,0,0.017,-0.273,0
"16828",NA,1.036,34,0,-0.416,-0.17,0
"16829",NA,-0.074,50,0,0.045,1.026,0
"16830",NA,0.251,50,0,0.14,0.44,0
"16831",NA,1.025,2,0,-0.642,0.285,0
"16832",NA,-0.385,50,0,0.153,-0.79,0
"16833",NA,0.557,50,0,-0.223,0.145,0
"16834",NA,-1.43,50,0,0.807,-0.077,0
"16835",NA,-1.146,50,0,0.451,-0.107,0
"16836",NA,-1.634,50,0,-0.725,-0.887,0
"16837",NA,0.876,50,0,0.497,-0.461,0
"16838",NA,0.134,50,0,-0.494,-0.444,0
"16839",NA,-0.541,50,0,0.312,0.891,0
"16840",NA,0.335,33.3,0,0.125,-0.84,0
"16841",NA,0.795,35.7,0,-0.331,-1.114,0
"16842",NA,-0.353,13,0,-0.043,-1.162,0
"16843",NA,1.191,50,0,0.894,1.111,0
"16844",NA,-0.155,50,0,1.055,-0.019,0
"16845",NA,-0.068,42.4,0,-0.709,-1.255,0
"16846",NA,1.156,50,0,-0.199,0.218,0
"16847",NA,-1.021,50,0,0.221,-0.614,0
"16848",NA,-0.842,50,0,-0.361,0.874,0
"16849",NA,-0.852,25.9,0,0.064,0.163,0
"16850",NA,0.188,50,0,0.3,0.183,0
"16851",NA,1.779,50,0,0.808,-0.322,0
"16852",NA,-0.612,50,0,-0.582,0.52,0
"16853",NA,0.653,50,0,0.72,0.656,0
"16854",NA,-1.319,18.3,0,-0.771,-0.285,0
"16855",NA,0.531,50,0,0.123,-0.547,0
"16856",NA,0.345,19.9,0,-0.55,0.118,0
"16857",NA,-0.83,9,0,-0.246,0.543,0
"16858",NA,-1.279,50,0,-0.298,0.178,0
"16859",NA,0.565,50,0,-0.644,-0.023,0
"16860",NA,0.105,42.9,0,-0.11,1.257,0
"16861",NA,0.519,47.4,1,-0.418,0.948,0
"16862",NA,-0.283,50,0,0.15,0.151,0
"16863",NA,-1.549,50,0,0.064,-1.185,0
"16864",NA,0.033,50,0,-0.411,-0.019,0
"16865",NA,-0.251,50,0,0.078,-0.733,0
"16866",NA,1.166,50,0,0.068,-0.956,0
"16867",NA,1.926,0.4,0,-0.117,-0.787,0
"16868",NA,0.367,50,0,-0.515,-0.313,0
"16869",NA,-0.109,50,0,0.196,0.388,0
"16870",NA,-0.521,50,0,-0.246,-0.624,0
"16871",NA,-0.635,50,0,-1.21,-0.7,0
"16872",NA,0.559,9,0,0.322,-0.897,0
"16873",NA,0.8,25,0,1.941,-0.002,0
"16874",NA,0.785,50,0,0.382,0.8,0
"16875",NA,-0.798,50,0,-0.255,-0.088,0
"16876",NA,0.387,22.1,0,0.322,0.154,0
"16877",NA,-0.224,50,0,1.139,0.34,0
"16878",NA,-0.386,50,0,-1.211,-0.587,0
"16879",NA,-0.748,6.4,0,0.686,-0.96,0
"16880",NA,0.119,38.8,0,0.21,0.31,0
"16881",NA,0.283,50,0,0.281,1.289,0
"16882",NA,0.11,50,0,-0.294,-0.111,0
"16883",NA,-0.19,44.5,0,0.842,-0.624,0
"16884",NA,0.354,50,0,-0.169,0.6,0
"16885",NA,0.517,50,0,-0.254,-1.77,0
"16886",NA,-0.601,50,0,-0.225,-1.844,0
"16887",NA,-0.416,42.6,1,0.713,-0.235,0
"16888",NA,0.551,50,0,-0.682,1.015,0
"16889",NA,-0.662,50,0,-0.247,-1.215,0
"16890",NA,0.179,50,0,-0.616,0.421,0
"16891",NA,0.099,50,0,-0.153,0.679,0
"16892",NA,-0.619,11.3,0,0.232,0.024,0
"16893",NA,0.628,46.2,1,1.315,1.126,0
"16894",NA,1.359,0.6,0,0.14,0.375,0
"16895",NA,0.845,50,0,0.639,-0.752,0
"16896",NA,1.453,1.9,0,0.238,0.301,0
"16897",NA,-0.412,37.4,1,0.002,-0.315,0
"16898",NA,0.016,50,0,0.34,-0.324,0
"16899",NA,0.979,45.8,1,-0.39,0.353,0
"16900",NA,-0.249,26.2,0,0.999,-0.13,0
"16901",NA,0.211,50,0,-0.198,-0.448,0
"16902",NA,-0.571,27.3,0,-0.297,-0.168,0
"16903",NA,0.065,1.7,0,1.482,-0.788,0
"16904",NA,0.225,50,0,-0.981,-0.389,0
"16905",NA,0.639,50,0,-0.065,-0.601,0
"16906",NA,-0.697,50,0,-0.009,-0.075,0
"16907",NA,-0.163,50,0,-0.202,-0.583,0
"16908",NA,0,13.3,0,1.087,-0.58,0
"16909",NA,-0.692,21.8,0,-0.569,-0.205,0
"16910",NA,0.118,20.8,0,0.556,0.356,0
"16911",NA,-2.063,50,0,-1.496,-1.886,0
"16912",NA,-0.582,20,0,-0.339,0.267,0
"16913",NA,1.403,50,0,-1.39,-0.785,0
"16914",NA,-1.458,50,0,0.244,0.386,0
"16915",NA,-1.069,3.9,0,-1.34,0.735,0
"16916",NA,1.509,50,0,-0.798,-0.588,0
"16917",NA,1.538,34.6,1,1.623,0.859,0
"16918",NA,0.114,11.6,0,1.112,0.135,0
"16919",NA,0.4,12.5,0,-0.257,0.018,0
"16920",NA,0.04,50,0,-1.472,1.029,0
"16921",NA,-0.673,50,0,0.351,0.379,0
"16922",NA,0.329,50,0,-0.096,0.449,0
"16923",NA,0.147,44,0,-0.141,-0.42,0
"16924",NA,1.313,4,0,-0.072,1.115,0
"16925",NA,-1.14,5.2,0,0.623,-0.14,0
"16926",NA,0.081,16,0,-1.319,0.641,0
"16927",NA,0.071,50,0,-0.418,0.861,0
"16928",NA,-0.312,2.6,0,1.157,-0.229,0
"16929",NA,0.77,50,0,0.424,0.152,0
"16930",NA,-0.384,50,0,0.891,0.674,0
"16931",NA,-0.619,42.6,0,0.026,-2.311,0
"16932",NA,0.322,6.8,0,-0.022,-0.175,0
"16933",NA,0.927,19.4,0,-0.724,0.601,0
"16934",NA,0.704,11.8,0,-0.092,-0.216,0
"16935",NA,0.429,45.6,1,-0.086,0.237,0
"16936",NA,0.306,26.9,0,0.983,0.502,0
"16937",NA,0.243,8.4,0,0.817,0.608,0
"16938",NA,0.537,50,0,0.701,0.674,0
"16939",NA,0.296,50,0,-0.556,0.14,0
"16940",NA,0.169,50,0,-0.377,0.347,0
"16941",NA,-0.403,4.3,0,0.449,0.426,0
"16942",NA,0.692,9.3,0,0.948,0.937,0
"16943",NA,-0.389,12.5,0,-1.084,-0.113,0
"16944",NA,-0.151,27.2,0,0.073,0.267,0
"16945",NA,0.35,26.4,0,0.842,-0.686,0
"16946",NA,-0.213,50,0,-1.222,-0.552,0
"16947",NA,0.065,50,0,0.967,-0.138,0
"16948",NA,-0.715,29.3,0,-0.12,-0.156,0
"16949",NA,0.285,35.4,0,0.003,-0.704,0
"16950",NA,-0.758,50,0,0.226,0.657,0
"16951",NA,-0.792,50,0,0.794,-0.936,0
"16952",NA,-1.3,50,0,-0.188,0.343,0
"16953",NA,0.368,50,0,0.673,1.259,0
"16954",NA,0.31,21.6,0,-0.007,1.095,0
"16955",NA,0.102,45.5,0,0.105,0.365,0
"16956",NA,-0.39,38,0,-0.222,-0.087,0
"16957",NA,-1.108,50,0,-0.711,0.707,0
"16958",NA,0.346,50,0,-0.001,-0.05,0
"16959",NA,-0.211,3.5,0,-1.312,-0.44,0
"16960",NA,0.901,30.3,0,-0.888,-0.127,0
"16961",NA,-0.306,14.8,0,-1.32,-0.967,0
"16962",NA,0.446,14.4,0,-0.37,1.738,0
"16963",NA,0.276,50,0,0.784,0.069,0
"16964",NA,1.146,50,0,0.553,0.74,0
"16965",NA,0.867,50,0,0.687,-0.702,0
"16966",NA,0.043,40.9,0,-1.165,0.306,0
"16967",NA,-0.372,19.1,0,0.292,-1.639,0
"16968",NA,0.234,17.1,0,-0.752,0.448,0
"16969",NA,0.85,50,0,-0.446,-0.605,0
"16970",NA,0.412,50,0,-0.051,-0.145,0
"16971",NA,0.067,50,0,1.454,2.135,0
"16972",NA,0.987,50,0,-0.272,0.046,0
"16973",NA,-0.777,36.7,0,-1.018,-0.598,0
"16974",NA,-0.278,41,0,-1.316,0.162,0
"16975",NA,0.167,50,0,-0.45,0.286,0
"16976",NA,1.142,50,0,-1.004,-0.204,0
"16977",NA,0.779,33.3,1,-0.926,-1.366,0
"16978",NA,-0.084,22.1,0,-0.265,-0.321,0
"16979",NA,0.45,50,0,-1.217,0.023,0
"16980",NA,0.643,50,0,1.179,1.449,0
"16981",NA,0.124,2.9,0,0.075,0.487,0
"16982",NA,0.144,9.6,0,-0.245,0.38,0
"16983",NA,1.027,20.3,0,0.08,0.517,0
"16984",NA,-0.561,50,0,-0.449,-1.273,0
"16985",NA,-1.946,50,0,-0.073,-0.092,0
"16986",NA,-1.511,12.8,0,-0.49,0.414,0
"16987",NA,0.643,14.6,0,0.487,0.181,0
"16988",NA,-1.088,50,0,-0.274,-0.952,0
"16989",NA,0.732,28.7,0,-0.307,-0.196,0
"16990",NA,0.565,50,0,0.804,-0.546,0
"16991",NA,0.711,21.4,0,-0.043,0.476,0
"16992",NA,-0.527,49.6,1,-0.101,0.345,0
"16993",NA,-0.372,13.9,0,-1.487,-0.13,0
"16994",NA,-0.46,28.8,0,-0.625,0.872,0
"16995",NA,0.303,50,0,0.093,0.174,0
"16996",NA,0.509,3.4,0,0.402,0.138,0
"16997",NA,-0.192,39.8,0,-0.462,1.201,0
"16998",NA,-0.061,43.3,1,0.059,-0.092,0
